Film_title,Release_year,Director,Cast,Average_rating,Owner_rating,Genres,Runtime,Countries,Original_language,Spoken_languages,Description,Studios,Watches,List_appearances,Likes,Fans,½,★,★½,★★,★★½,★★★,★★★½,★★★★,★★★★½,★★★★★,Total_ratings,Film_URL,List_URL
World of Tomorrow Episode Three: The Absent Destinations of David Prime,2020,Don Hertzfeldt,"['Julia Pott', 'Jack Parrett']",4.3,nan,"['Drama', 'Science Fiction', 'Animation']",34,['USA'],English,['English'],A hidden memory sends David across the far reaches of time and space to solve a deadly mystery involving his time-traveling future selves.,['Bitter Films'],10047,4850,4617,23,9,17,15,49,83,312,603,1708,1681,2372,6849,https://letterboxd.com/film/world-of-tomorrow-episode-three-the-absent-destinations-of-david-prime/,https://letterboxd.com//ok_cinema/films/page/6/
The Boys in the Band,2020,Joe Mantello,"['Jim Parsons', 'Zachary Quinto', 'Matt Bomer', 'Andrew Rannells', 'Michael Benjamin Washington', 'Robin de Jesús', 'Tuc Watkins', 'Charlie Carver', 'Brian Hutchison', 'Brian Dole', 'Marc Basil', ""Jack O'Connell"", 'Walter Cox', 'Tina Fabrique', 'Tyler Miles', 'John DeLuca', 'Julia Parker', 'Paul Chirico', 'Derrick Simmons']",3.39,nan,['Drama'],121,['USA'],English,['English'],"At a birthday party in 1968 New York, a surprise guest and a drunken game leave seven gay friends reckoning with unspoken feelings and buried truths.",['Ryan Murphy Television'],58058,12263,12651,411,242,572,623,2481,3301,9815,9648,10265,2511,3302,42760,https://letterboxd.com/film/the-boys-in-the-band-2020/,https://letterboxd.com//ok_cinema/films/page/6/
Opera,2020,Erick Oh,nan,3.89,4.5,['Animation'],8,"['South Korea', 'USA']",English,['English'],"The history, structures and rhythms of human history are seen through a glorious, massive pyramid.",['Beasts And Natives Alike'],6603,3124,1880,1,12,29,33,105,138,537,717,1457,697,677,4402,https://letterboxd.com/film/opera-2020/,https://letterboxd.com//ok_cinema/films/page/6/
The Trial of the Chicago 7,2020,Aaron Sorkin,"['Eddie Redmayne', 'Sacha Baron Cohen', 'Mark Rylance', 'Joseph Gordon-Levitt', 'Frank Langella', 'Jeremy Strong', 'John Carroll Lynch', 'Yahya Abdul-Mateen II', 'Alex Sharp', 'Noah Robbins', 'Danny Flaherty', 'Ben Shenkman', 'Michael Keaton', 'Kelvin Harrison Jr.', 'Caitlin FitzGerald', 'Alice Kremelberg', 'J.C. MacKenzie', 'John Doman', 'Wayne Duvall', 'Damian Young', 'C.J. Wilson', 'Brady Jenness', 'Meghan Rafferty', 'Juliette Angelo', 'Brendan Burke', 'Tah von Allmen', 'Alan Metoskie', 'John Gawlik', ""Kevin O'Donnell"", 'Gavin Haag', 'Tiffany Denise Hobbs', 'Steve Routman', 'Madison Nichols', 'John F. Carpenter', 'Larry Mitchell', 'Mike Geraghty', 'Mike Brunlieb', 'James Pravasilis', 'Vic Kuligoski', 'Brandon Fierro', 'Calvin Ticknor-Swanson', 'Gabrielle Perrea', 'Michelle Hurst', 'Tony Lawry', 'Kathleen Garrett', 'Matt LeFevour', 'Christian Litke', 'Max Adler', 'Michael Bassett', 'Shawn Parsons', 'Julian Hester', 'John Quilty', 'Kate Miller', 'Edward Fletcher', 'Blair Lewin', 'Jessica Wood', 'Steven Komito', 'Marco Lama', 'Ben Kass', 'Gabriel Franken', 'Ed Flynn', 'Alex Henderson', 'David Fierro', 'Sam Nelson Harris', 'Marlee Mendelson', 'Hana Chew', 'Ashley Trumbo', 'Allison Trumbo', 'Shane Skidmore', 'Jeffrey Yonkus', 'Maria Jacobson', 'Brendan Brown', 'Dan MacDonald', 'Keeley Morris', 'Thomas John Gallagher', 'Michael A. Dean', 'Elizabeth Holder', 'Lex Elle']",3.75,nan,"['History', 'Drama']",130,['USA'],English,['English'],What was supposed to be a peaceful protest turned into a violent clash with the police. What followed was one of the most notorious trials in history.,"['DreamWorks Pictures', 'Marc Platt Productions']",488891,75067,120728,1400,856,2129,2455,10165,16001,56686,78224,115948,35648,33490,351602,https://letterboxd.com/film/the-trial-of-the-chicago-7/,https://letterboxd.com//ok_cinema/films/page/6/
Console Wars,2020,"Blake J. Harris, Jonah Tulis","['Howard Phillips', 'Shinobu Toyoda', 'Paul Rioux', 'Tom Kalinske', 'Gail Tilden', 'Peter Main', 'Howard Lincoln', 'Al Nilsen', 'Ellen Beth Van Buskirk', 'Steve Race', 'Jeff Goodby', 'Paul Rudd']",3.3,4.0,['Documentary'],93,['USA'],English,['English'],"In 1990, SEGA, a fledgling arcade company assembled a team of misfits to take on the greatest video game company in the world, Nintendo. It was a once-in-a-lifetime, no-holds-barred conflict that pit brother against brother, kids against grownups, Sonic against Mario, and uniquely American capitalism against centuries-old Japanese tradition. For the first time ever, the men and women who fought on the front lines for Sega and Nintendo discuss this battle that defined a generation.","['Scott Rudin Productions', 'Point Grey Pictures', 'Flying Penguin Pictures', 'Legendary Television']",4948,963,948,0,4,19,30,187,377,1351,972,623,74,89,3726,https://letterboxd.com/film/console-wars/,https://letterboxd.com//ok_cinema/films/page/6/
Wolfwalkers,2020,"Tomm Moore, Ross Stewart","['Honor Kneafsey', 'Eva Whittaker', 'Sean Bean', 'Simon McBurney', 'Tommy Tiernan', 'Maria Doyle Kennedy', 'Jon Kenny', 'John Morton', 'Nora Twomey', 'Oliver McGrath', 'Paul Young', 'Niamh Moyles', 'Ben Andrews', 'Jerome Burelbach', 'Vince Drews', 'Seamus Greene', 'Gilbert Johnston', 'Luke Mandie', 'Ian Sanderson', 'Jack Caldwell', 'Eoin Cleary', 'Marguerita Hanlon', 'Jacob Holden', 'Clare Keating', 'Orla Keating', 'Caolán Lulias', 'Patrick McGrath', 'Daisy Moran', 'Dylan Muldowney', ""Mark O'Connell"", ""Róisín O'Shea"", 'Philip Brennan', 'Jim Carroll', 'Richie Cody', 'Brendan Corcoran', 'Michael Culleton', 'Sarah Doyle', 'Amy Dunne', 'Gilly Fogg', 'Jennifer Hughes', 'Michael McGrath', 'Ken McGuire', 'Desirée Meade', 'Graham Mills', 'Aoibhin Murphy', 'Mags Murphy', ""Aaron O'Dea"", ""Cara O'Doherty"", 'Aoife O’Neill', 'Jacqueline Purcell', 'Muireann Ryan', 'Alan Slattery', 'David Thompson', 'Eleanor Walsh']",4.2,nan,"['Animation', 'Family', 'Fantasy', 'Adventure']",103,"['China', 'France', 'Ireland', 'Luxembourg', 'USA']",English,"['English', 'Irish']","In a time of superstition and magic, when wolves are seen as demonic and nature an evil to be tamed, a young apprentice hunter comes to Ireland with her father to wipe out the last pack. But when she saves a wild native girl, their friendship leads her to discover the world of the Wolfwalkers and transform her into the very thing her father is tasked to destroy.","['Cartoon Saloon', 'Melusine Productions', 'Value&Power Culture Communications', 'Film Fund Luxembourg', 'Fís Éireann/Screen Ireland', 'Broadcasting Authority of Ireland', 'Haut et Court', 'Canal+', 'RTÉ', 'OCS', 'Pôle Image Magelis', 'Folivari', 'GKIDS']",159285,57509,65658,1800,79,147,159,821,1434,7596,15841,44487,24437,27287,122288,https://letterboxd.com/film/wolfwalkers/,https://letterboxd.com//ok_cinema/films/page/6/
I Care a Lot,2020,J Blakeson,"['Rosamund Pike', 'Peter Dinklage', 'Eiza González', 'Dianne Wiest', 'Chris Messina', 'Isiah Whitlock Jr.', 'Macon Blair', 'Alicia Witt', 'Damian Young', 'Nicholas Logan', 'Liz Eng', 'Celeste Oliva', 'Georgia Lyman', 'Moira Driscoll', 'Gary Tanguay', 'Lizzie Short', 'Kevin McCormick', 'Michael Malvesti', 'Chris Everett', 'Danny Schoch', 'Ava Gaudet', 'Evelyn Howe', 'Roger Dillingham Jr.', 'Anthony Hoang', 'Jose Guns Alves', 'Ralph Ayala', 'Kevin Fennessy', 'Daniel Washington', 'Kelli LaVita', 'David Gomes', 'Chad Knorr', 'Kiara Pichardo']",3.12,nan,"['Drama', 'Crime', 'Thriller']",119,"['UK', 'USA']",English,['English'],A court-appointed legal guardian defrauds her older clients and traps them under her care. But her latest mark comes with some unexpected baggage.,"['STXfilms', 'Black Bear Pictures', 'Crimple Beck']",466697,49288,80170,438,4868,9561,8583,29902,34855,86722,66120,61289,11848,17402,331150,https://letterboxd.com/film/i-care-a-lot/,https://letterboxd.com//ok_cinema/films/page/6/
Penguin Bloom,2020,Glendyn Ivin,"['Naomi Watts', 'Andrew Lincoln', 'Griffin Murray-Johnston', 'Felix Cameron', 'Abe Clifford-Barr', 'Jacki Weaver', 'Rachel House', 'Gia Carides', 'Leeanna Walsman', 'Lisa Hensley', 'Randolph Fields']",3.2,nan,['Drama'],95,"['Australia', 'USA']",English,['English'],"When an unlikely ally enters the Bloom family's world in the form of an injured baby magpie they name Penguin, the bird’s arrival makes a profound difference in the struggling family’s life.","['Made Up Stories', 'Broadtalk', 'Jam Tart Films', 'Endeavor Content', 'Screen Australia', 'Create NSW']",13515,3089,2418,20,48,130,177,762,1133,3337,2202,1594,253,541,10177,https://letterboxd.com/film/penguin-bloom/,https://letterboxd.com//ok_cinema/films/page/6/
Another Round,2020,Thomas Vinterberg,"['Mads Mikkelsen', 'Thomas Bo Larsen', 'Magnus Millang', 'Lars Ranthe', 'Maria Bonnevie', 'Helene Reingaard Neumann', 'Susse Wold', 'Magnus Sjørup', 'Silas Cornelius Van', 'Albert Rudbeck Lindhardt', 'Martin Greis-Rosenthal', 'Frederik Winther Rasmussen', 'Aksel Vedsegaard', 'Gustav Sigurth Jeppesen', 'Freja Bella Lindahl', 'Mercedes Claro Schelin', 'Cassius Aasav Browning', 'Maria Ovi', 'Clara Phillipson', 'Oskar Kirk Damsgaard', 'Niels Jørgensen', 'Le Münster Swendsen', 'Michael Asmussen', 'Christina Hildebrandt', 'Thomas Guldberg Madsen', 'Per Otto Bersang Rasmussen', 'Dorte Højsted', 'Morten Jørgensen', 'Morten Thunbo', 'Max Kaysen Høyrup', 'Waldemar Beer Hansen', 'Matti Rochler', 'Milas Hansen', 'Carl David Schubert Holm-Nielsen', 'Jens Basse Dam', 'Jacob Ottensten', 'Aya Grann']",4.09,nan,"['Drama', 'Comedy']",117,"['Denmark', 'Netherlands', 'Sweden']",Danish,"['Danish', 'Swedish']",Four high school teachers launch a drinking experiment: upholding a constant low level of intoxication.,"['Zentropa Entertainments', 'Film i Väst', 'Topkapi Films', 'Zentropa International Sweden', 'Zentropa International Netherlands']",621417,117587,215075,7000,402,1119,1213,5466,8723,39276,79875,185227,92337,73331,486969,https://letterboxd.com/film/another-round/,https://letterboxd.com//ok_cinema/films/page/6/
Nomadland,2020,Chloé Zhao,"['Frances McDormand', 'David Strathairn', 'Linda May', 'Swankie', 'Gay DeForest', 'Patricia Grier', 'Angela Reyes', 'Carl R. Hughes', 'Douglas G. Soul', 'Ryan Aquino', 'Teresa Buchanan', 'Karie Lynn McDermott Wilder', 'Brandy Wilber', 'Makenzie Etcheverry', 'Bob Wells', 'Annette Webb', 'Rachel Bannon', 'Bryce Bedsworth', 'Sherita Deni Coker', 'Merle Redwing', 'Forrest Bault', 'Suanne Carlson', 'Donnie Miller', 'Roxanne Bay', 'Matt Sfaelos', 'Ronald O. Zimmerman', 'Derek Endres', 'Paige Dean', 'Paul Winer', 'Derrick Janis', 'Greg Barber', 'Carol Anne Hodge', 'Matthew Stinson', 'Terry Phillip', 'Bradford Lee Riza', 'Tay Strathairn', 'Cat Clifford', 'James R. Taylor Jr.', 'Jeremy Greenman', 'Ken Greenman', 'Melissa Smith', 'Warren Keith', 'Jeff Andrews', 'Paul Cunningham', 'Emily Foley', 'Mike Sells', 'Peter Spears', 'Cheryl Davis']",3.83,nan,['Drama'],108,['USA'],English,['English'],"A woman in her sixties embarks on a journey through the western United States after losing everything in the Great Recession, living as a van-dwelling modern-day nomad.","['Cor Cordium Productions', 'Hear/Say Productions', 'Highwayman Films']",598503,130773,158293,2600,2248,5075,3770,16080,18409,59945,74436,139666,63728,56064,439421,https://letterboxd.com/film/nomadland/,https://letterboxd.com//ok_cinema/films/page/6/
Ammonite,2020,Francis Lee,"['Kate Winslet', 'Saoirse Ronan', 'Gemma Jones', 'James McArdle', 'Alec Secăreanu', 'Fiona Shaw', 'Sarah White', 'Liam Thomas', 'Sam Parks', 'Claire Rushbrook', 'Nick Pearse', 'Victoria Elliott', 'Beatrice Curnew', 'Susie Baxter', 'Gethin Alderman', 'Robert Purdy', 'Max Dowler', 'Paul Dodds', 'John Mackay', 'Mladen Petrov', 'Wendy Nottingham', 'David Juritz', 'Ben Hancox', 'James Boyd', 'Peter Gregson', 'Michael Hennessy', 'Harvey Scrimshaw']",3.04,nan,"['Drama', 'Romance']",112,['UK'],English,['English'],"In 1840s England, palaeontologist Mary Anning and a young woman sent by her husband to convalesce by the sea develop an intense relationship. Despite the chasm between their social spheres and personalities, Mary and Charlotte discover they can each offer what the other has been searching for: the realisation that they are not alone. It is the beginning of a passionate and all-consuming love affair that will defy all social bounds and alter the course of both lives irrevocably.",['See-Saw Films'],109985,28535,20257,415,712,1865,2240,9179,11211,22518,14008,12962,2888,5484,83067,https://letterboxd.com/film/ammonite/,https://letterboxd.com//ok_cinema/films/page/6/
The Devil All the Time,2020,Antonio Campos,"['Tom Holland', 'Bill Skarsgård', 'Riley Keough', 'Jason Clarke', 'Sebastian Stan', 'Haley Bennett', 'Robert Pattinson', 'Harry Melling', 'Eliza Scanlen', 'Mia Wasikowska', 'Douglas Hodge', 'Kristin Griffith', 'Pokey LaFarge', 'Donald Ray Pollock', 'Banks Repeta', 'Emilio Subercaseaux Campos', 'David Atkinson', 'Matthew Vaughn', 'Billy Joe Bradshaw', 'Gregory Kelly', 'David Maldonado', 'Mark Jeffrey Miller', 'Ryan Anthony Williams', 'Wes Robinson', 'Todd Barnett', 'Michael Harding', 'Lucy Faust', 'Abby Glover', 'Kelly Lind', 'Cotton Yancey', 'Adam Fristoe', 'Morganna Bridgers', 'Karson Kern', 'Ivan Hoey Jr.', 'Zack Shires', 'Drew Starkey', 'Caleb J. Thaggard', 'Ever Eloise Landrum', 'Given Sharp', 'Cory Scott Allen', 'Emma Coulter', 'Cody Jones', 'Madelyn Wall', 'Jason Collett', 'Eric Mendenhall', 'Teddy Cole', 'Michael H. Cole', 'Cort Chandler', 'Bruce Cooper', 'Daniel James Vaughn', 'Edward Hall', 'Jeff McCarthy', 'Santino Fontana', 'John Rue', 'Phillip DeVona', 'Kevin Waterman', 'Sarah Hamff', 'Shannon Frye', 'James H. Keating', 'Scott Rapp', 'Lawrence Hinkle', 'Kyle Sawyer', 'Emily Towles', 'Meagan Bown', 'Ben Bailey', 'Beth Scott', 'Kacey Hayes', 'Myles Phillips', 'Rebecca Douglas', 'Leslie Sides', 'Katie Flaherty', 'Matt Powell', 'Morgan Monroe', 'Jeff McKinney', 'Jason Charles Hill', 'Andrew Young']",3.3,nan,"['Drama', 'Crime', 'Thriller']",138,['USA'],English,['English'],"In Knockemstiff, Ohio and its neighboring backwoods, sinister characters converge around young Arvin Russell as he fights the evil forces that threaten him and his family.","['Nine Stories Productions', 'BorderLine Films', 'Bronx Moving Co.']",543931,56769,112603,1100,2143,6209,6436,26194,33441,93555,89923,86242,18985,22904,386032,https://letterboxd.com/film/the-devil-all-the-time/,https://letterboxd.com//ok_cinema/films/page/6/
Dear Comrades!,2020,Andrei Konchalovsky,"['Yuliya Vysotskaya', 'Vladislav Komarov', 'Andrei Gusev', 'Yulia Burova', 'Sergei Erlish', 'Dmitry Kostyaev', 'Alexander Maskelyne', 'Ivan Martynov', 'Evgeny Zelensky', 'Olga Vasileva', 'Svetlana Lysenkova', 'Irina Shatokhina', 'Anna Shkil', 'Alexandr Gokh', 'Valeriy Novikov']",3.72,4.0,"['Drama', 'History']",120,['Russia'],Russian,['Russian'],"When the communist government raises food prices in 1962, the rebellious workers from the small industrial town of Novocherkassk go on strike. The massacre which then ensues is seen through the eyes of a devout party activist.","['Production Center of Andrei Konchalovsky', 'Russia-1']",9688,4509,2013,12,18,32,44,175,336,1207,1920,2584,655,351,7322,https://letterboxd.com/film/dear-comrades/,https://letterboxd.com//ok_cinema/films/page/6/
The World to Come,2020,Mona Fastvold,"['Katherine Waterston', 'Casey Affleck', 'Vanessa Kirby', 'Christopher Abbott', 'Kim Ciobanu', 'Daniel Blumberg', 'Andreea Vasile', 'James Longshore']",3.43,nan,"['Drama', 'Western', 'Romance']",105,"['France', 'Romania', 'Russia', 'USA']",English,['English'],"In 1856, two women forge a close connection despite their isolation on the American frontier.","['Killer Films', 'M.Y.R.A. Entertainment', 'Yellow Bear Films', 'Hype Film', 'Charades', 'Ingenious Media', 'Sea Change Media', 'Sailor Bear']",45635,17466,12346,468,138,349,450,1706,2516,7847,7715,8720,2285,3888,35614,https://letterboxd.com/film/the-world-to-come/,https://letterboxd.com//ok_cinema/films/page/6/
Pieces of a Woman,2020,Kornél Mundruczó,"['Vanessa Kirby', 'Shia LaBeouf', 'Ellen Burstyn', 'Sarah Snook', 'Iliza Shlesinger', 'Benny Safdie', 'Molly Parker', 'Steven McCarthy', 'Tyrone Benskin', 'Frank Schorpion', 'Harry Strandjofski', 'Domenic Di Rosa', 'Jimmie Fails', 'Juliette Casagrande', 'Gayle Garfinkle', 'Vanessa Smythe', 'Nick Walker', 'Sean Tucker', 'Alain Dahan', 'Joelle Jérémie', 'Leisa Reid']",3.51,nan,['Drama'],127,"['Canada', 'Hungary', 'USA']",English,['English'],"When a young mother's home birth ends in unfathomable tragedy, she begins a year-long odyssey of mourning that fractures relationships with loved ones in this deeply personal story of a woman learning to live alongside her loss.","['Bron Studios', 'Little Lamb Productions', 'Proton Cinema', 'Creative Wealth Media Finance']",173919,33906,34829,177,314,1035,1089,5584,8542,28860,34090,35621,8121,7466,130722,https://letterboxd.com/film/pieces-of-a-woman/,https://letterboxd.com//ok_cinema/films/page/6/
My Octopus Teacher,2020,"James Reed, Philippa Ehrlich","['Craig Foster', 'Tom Foster']",3.8,nan,['Documentary'],85,"['South Africa', 'UK']",English,"['English', 'French']","After years of swimming every day in the freezing ocean at the tip of Africa, Craig Foster meets an unlikely teacher: a young octopus who displays remarkable curiosity. Visiting her den and tracking her movements for months on end he eventually wins the animal’s trust and they develop a never-before-seen bond between human and wild animal.","['The Sea Change Project', 'Off the Fence']",163359,24434,39869,394,472,945,968,3819,5283,17214,22531,35460,11147,16762,114601,https://letterboxd.com/film/my-octopus-teacher/,https://letterboxd.com//ok_cinema/films/page/6/
Our Lies and Truths: Documentary of Keyakizaka46,2020,Eiki Takahashi,"['Yuuka Sugai', 'Akane Moriya', 'Yurina Hirate', 'Rika Ozeki', 'Miyu Suzumoto', 'Nana Oda', 'Nanako Nagasawa', 'Nanami Yonetani', 'Mizuho Habu', 'Manaka Shida', 'Rina Uemura', 'Shiori Sato', 'Nijika Ishimori', 'Minami Koike', 'Yui Kobayashi', 'Fuyuka Saitô', 'Harada Aoi', 'Rika Watanabe', 'Risa Watanabe', 'Rina Inoue', 'Yumiko Seki', 'Yui Takemoto', 'Hono Tamura', 'Karin Fujiyoshi', 'Rina Matsuda', 'Riko Matsudaira', 'Hikaru Morita', 'Ten Yamasaki', 'Neru Nagahama', 'Yui Imaizumi']",nan,nan,['Documentary'],123,['Japan'],Japanese,['Japanese'],Keyakizaka46's first documentary film.,"['TOHO', 'NHK Enterprises']",111,26,34,1,0,1,0,0,2,17,7,26,6,15,74,https://letterboxd.com/film/our-lies-and-truths-documentary-of-keyakizaka46/,https://letterboxd.com//ok_cinema/films/page/6/
The Human Voice,2020,Pedro Almodóvar,"['Tilda Swinton', 'Agustín Almodóvar', 'Miguel Almodóvar', 'Pablo Almodóvar', 'Diego Pajuelo', 'Carlos García Cambero']",3.57,nan,['Drama'],30,['Spain'],English,"['English', 'Portuguese', 'Spanish']",A woman watches time passing next to the suitcases of her ex-lover (who is supposed to come pick them up but never arrives) and a restless dog who doesn't understand that his master has abandoned him.,['El Deseo'],78615,13462,19939,109,135,401,424,1858,2987,11532,13612,16140,3511,5105,55705,https://letterboxd.com/film/the-human-voice-2020/,https://letterboxd.com//ok_cinema/films/page/6/
"Quo Vadis, Aida?",2020,Jasmila Žbanić,"['Jasna Đuričić', 'Izudin Bajrović', 'Boris Ler', 'Dino Bajrović', 'Johan Heldenbergh', 'Raymond Thiry', 'Boris Isaković', 'Emir Hadžihafizbegović', 'Reinout Bussemaker', 'Teun Luijkx', 'Juda Goslinga', 'Alban Ukaj', 'Joes Brauers', 'Rijad Gvozden', 'Ermin Sijamija', 'Job Raaijmakers', 'Ermin Bravo', 'Sanne den Hartogh', 'Micha Hulshof', 'Sol Vinken', ""Emina 'Minka' Muftić"", 'Merima Lepić', 'Jovan Živanović', 'Sanela Krsmanović', 'Nusmir Muharemović', 'Alija Aljević', 'Damir Mahmutović', 'Dražen Pavlović']",4.21,4.5,"['War', 'Drama', 'History']",104,"['Austria', 'Bosnia and Herzegovina', 'France', 'Germany', 'Netherlands', 'Norway', 'Poland', 'Romania']",Serbian,"['Serbian', 'English', 'Bosnian', 'Dutch', 'Serbo-Croatian']","Bosnia, July 1995. Aida is a translator for the UN in the small town of Srebrenica. When the Serbian army takes over the town, her family is among the thousands of citizens looking for shelter in the UN camp. As an insider to the negotiations Aida has access to crucial information that she needs to interpret. What is at the horizon for her family and people – rescue or death? Which move should she take?","['Deblokada', 'Digital Cube', 'N279 Entertainment', 'Extreme Emotions', 'Razor Film Produktion', 'Tordenfilm', 'Coop99 Filmproduktion', 'Indie Prod']",44779,21074,12607,147,64,56,72,332,478,2155,4687,13523,8103,6048,35518,https://letterboxd.com/film/quo-vadis-aida/,https://letterboxd.com//ok_cinema/films/page/6/
All or Nothing: Tottenham Hotspur,2020,Anthony Philipson,"['Tom Hardy', 'José Mourinho', 'Harry Kane', 'Son Heung-min', 'Dele Alli', 'Jan Vertonghen', 'Daniel Levy', 'Mauricio Pochettino', 'Ryan Sessegnon', 'Ben Davies', 'Erik Lamela', 'Christian Eriksen']",3.71,nan,['Documentary'],414,['UK'],English,"['English', 'Spanish']",A fly-on-the-wall inside look at the goings-on of Tottenham Hotspur during the 2019-20 football season.,['72 Films'],4952,406,944,2,41,15,10,54,120,507,776,1083,240,229,3075,https://letterboxd.com/film/all-or-nothing-tottenham-hotspur/,https://letterboxd.com//ok_cinema/films/page/6/
I'm Thinking of Ending Things,2020,Charlie Kaufman,"['Jesse Plemons', 'Jessie Buckley', 'Toni Collette', 'David Thewlis', 'Guy Boyd', 'Hadley Robinson', 'Gus Birney', 'Abby Quinn', 'Colby Minifie', 'Anthony Grasso', 'Teddy Coluca', 'Jason Ralph', 'Oliver Platt', 'Frederick E. Wodlin', 'Ryan Steele', 'Unity Phelan', 'Norman Aaronson', 'Ashlyn Alessi', 'Monica Ayres', 'Julie Chateauvert', 'Ira Temchin', 'Albert Skowronski', 'Kamran Saliani', 'Dannielle Rose', 'Thomas Hatz', 'Brooke Elardo']",3.48,nan,"['Mystery', 'Drama', 'Fantasy', 'Thriller']",135,['USA'],English,['English'],Nothing is as it seems when a woman experiencing misgivings about her new boyfriend joins him on a road trip to meet his parents at their remote farm.,"['Likely Story', 'Projective Testing Service']",585482,114121,151772,5400,7733,13997,9156,30274,27781,68117,67703,103650,47237,43329,418977,https://letterboxd.com/film/im-thinking-of-ending-things/,https://letterboxd.com//ok_cinema/films/page/6/
Rising Phoenix,2020,"Peter Ettedgui, Ian Bonhôte","['Bebe Vio', 'Tatyana McFadden', 'Jonnie Peacock', 'Jean-Babtiste Alaize', 'Prince Harry, Duke of Sussex', 'Ellie Cole', 'Philippa Thomas', 'Eva Loeffler', 'Cui Zhe', 'Andrew Parsons', 'Xavier Gonzalez', 'Matt Stutzman', 'Ntando Mahlangu']",3.91,4.5,['Documentary'],106,"['UK', 'USA']",English,['English'],"Elite athletes and insiders reflect on the Paralympic Games and examine how they impact a global understanding of disability, diversity and excellence.","['HTYT Films', 'Misfits Entertainment', 'Passion Pictures', 'Ventureland']",2919,1380,716,2,4,4,2,25,50,236,391,768,282,311,2073,https://letterboxd.com/film/rising-phoenix/,https://letterboxd.com//ok_cinema/films/page/6/
Tenet,2020,Christopher Nolan,"['John David Washington', 'Robert Pattinson', 'Elizabeth Debicki', 'Kenneth Branagh', 'Dimple Kapadia', 'Michael Caine', 'Martin Donovan', 'Fiona Dourif', 'Yuri Kolokolnikov', 'Himesh Patel', 'Clémence Poésy', 'Aaron Taylor-Johnson', 'Laurie Shepherd', 'Anthony Molinari', 'Juhan Ulfsak', 'Jefferson Hall', 'Ivo Uukkivi', 'Andrew Howard', 'Rich Ceraulo Ko', 'Jonathan Camp', 'Wes Chatham', 'Sander Rebane', 'Josh Stewart', 'Denzil Smith', 'Jeremy Theobald', 'Tom Nolan', 'Marcel Sabat', 'Julia-Maria Arnolds', 'Jack Cutmore-Scott', 'Adam Cropper', 'Tony Christian', 'Jan Uuspõld', 'Kaspar Velberg', 'Sergo Vares', 'Rain Tolk', 'Henrik Kalmet', 'Sean Avery', 'John Orantes', 'Seb Carrington', 'Matthew Marsden', 'Mark Krenik', 'Kenneth Wolf Andersen Haugen', 'Marek Angelstok', 'Klaus Peeter Rüütli', 'Daniel Olesk', 'Ingrid Margus', 'Carina Velva', 'Glenn Lawrence', 'Katie McCabe', 'Ronald Pelin', 'Schezaad Ausman', 'Anterro Ahonen', 'Aleksei Podlesnov', 'Trent Buxton', 'Jess Weber', 'Martin Tõnumaa', 'Lisa Marie', 'Loora-Eliise Kaarelson', 'Andres Oja', 'Anton Klink', 'Viktoria Jelizarova']",3.4,nan,"['Action', 'Thriller', 'Science Fiction']",150,"['UK', 'USA']",English,"['English', 'Estonian']","Armed with only one word - Tenet - and fighting for the survival of the entire world, the Protagonist journeys through a twilight world of international espionage on a mission that will unfold in something beyond real time.","['Warner Bros. Pictures', 'Syncopy']",1623035,221670,405025,8300,10486,27994,19537,84609,83969,234600,219349,281700,88219,102446,1152909,https://letterboxd.com/film/tenet/,https://letterboxd.com//ok_cinema/films/page/6/
Shithouse,2020,Cooper Raiff,"['Cooper Raiff', 'Dylan Gelula', 'Amy Landecker', 'Logan Miller', 'Olivia Scott Welch', 'Abby Quinn', 'Joy Sunday', 'Ashley Padilla', 'Tre Hall', 'Alina Patra', 'Chinedu Unaka', 'Nick Saso', 'Wyatt Whipple', 'Juan Wood', 'Andrew Hales', 'Mallory Low', 'Adan Rocha', 'Natalie Rousseau', 'Teddy Padilla', 'Adam Foster Ballard', 'Tessa Hope Slovis', 'Mike Raiff', 'Jay Duplass', 'Ayo Edebiri', 'Harrison Callaghan', 'Grant Harling', 'Macey Isaacs', 'Chris Kleckner', 'Bianca Pompa', 'Jenny Leiferman', 'Denny McAuliffe', 'Colin McCalla', 'Leonora Pitts', 'Scott Pitts', 'Kainan Short', 'Melissa Stenger', 'Eva Victor', 'Will Youmans']",3.76,3.5,"['Comedy', 'Drama', 'Romance']",102,['USA'],English,['English'],"Lonely college freshman Alex has closed himself off from his peers, who all appear to have this whole ""college thing"" figured out. But everything changes one night when Alex takes a leap and attends a party at Shithouse - a legendary party fraternity - where he forges a strong connection with Maggie.",['CMR Productions'],66805,21811,24368,539,201,368,392,1332,2118,7162,12879,18399,7487,4215,54553,https://letterboxd.com/film/shithouse/,https://letterboxd.com//ok_cinema/films/page/6/
